ISO3,Month,Month_Name,Score_Oportunidad,Avg_Score_Disponibilidad,Avg_Saturation_Index,IOI
PER,2,Febrero,0.0,2.32,0.9,0.0
PER,3,Marzo,4.29,2.13,0.923,9.12
PER,4,Abril,10.0,2.35,0.897,23.49
PER,5,Mayo,2.86,1.53,0.993,4.37
PER,6,Junio,4.29,1.86,0.954,7.99
PER,7,Julio,7.14,0.73,1.087,5.19
PER,8,Agosto,4.29,0.25,1.142,1.07
PER,9,Septiembre,0.0,1.14,1.043,0.0
PER,10,Octubre,4.29,0.54,1.108,2.33
PER,11,Noviembre,4.29,1.44,1.002,6.17
PER,12,Diciembre,8.57,1.35,1.013,11.54
PHL,1,Enero,1.82,0.7,1.058,1.28
PHL,2,Febrero,0.0,1.89,0.924,0.0
PHL,3,Marzo,2.73,1.01,1.024,2.75
PHL,4,Abril,9.09,0.22,1.114,1.98
PHL,5,Mayo,3.64,0.0,1.14,0.0
PHL,6,Junio,3.64,1.34,0.986,4.88
PHL,7,Julio,0.91,1.5,0.966,1.37
PHL,8,Agosto,10.0,1.53,0.965,15.27
PHL,9,Septiembre,1.82,2.37,0.869,4.3
PHL,10,Octubre,1.82,1.75,0.939,3.18
PHL,11,Noviembre,4.55,1.74,0.94,7.91
PHL,12,Diciembre,7.27,0.56,1.074,4.07
POL,1,Enero,3.33,4.63,0.725,15.45
POL,2,Febrero,0.0,4.81,0.701,0.0
POL,3,Marzo,1.11,3.97,0.815,4.41
POL,4,Abril,10.0,3.33,0.902,33.26
POL,5,Mayo,5.56,2.1,1.069,11.64
POL,6,Junio,0.0,1.01,1.216,0.0
POL,7,Julio,0.0,0.01,1.352,0.0
POL,8,Agosto,3.33,0.17,1.33,0.56
POL,9,Septiembre,0.0,0.86,1.236,0.0
POL,10,Octubre,0.0,2.42,1.025,0.0
POL,11,Noviembre,8.89,3.91,0.822,34.78
POL,12,Diciembre,5.56,4.03,0.807,22.38
PRT,1,Enero,0.0,5.18,0.669,0.0
PRT,2,Febrero,0.0,5.32,0.649,0.0
PRT,3,Marzo,3.0,4.15,0.813,12.45
PRT,4,Abril,10.0,2.75,1.006,27.53
PRT,5,Mayo,2.0,2.11,1.096,4.21
PRT,6,Junio,4.0,1.69,1.154,6.76
PRT,7,Julio,0.0,0.42,1.333,0.0
PRT,8,Agosto,3.0,0.0,1.391,0.0
PRT,9,Septiembre,0.0,1.07,1.241,0.0
PRT,10,Octubre,2.0,1.93,1.122,3.85
PRT,11,Noviembre,2.0,4.53,0.76,9.05
PRT,12,Diciembre,5.0,4.48,0.766,22.42
PRY,1,Enero,0.0,0.33,1.134,0.0
PRY,2,Febrero,1.43,1.78,0.963,2.55
PRY,3,Marzo,8.57,1.56,0.987,13.41
PRY,4,Abril,10.0,2.04,0.933,20.45
PRY,5,Mayo,8.57,1.84,0.955,15.79
PRY,6,Junio,7.14,2.38,0.891,17.01
PRY,7,Julio,1.43,0.47,1.115,0.67
PRY,8,Agosto,4.29,1.31,1.016,5.6
PRY,9,Septiembre,4.29,1.75,0.959,7.51
PRY,10,Octubre,0.0,1.54,0.984,0.0
PRY,11,Noviembre,0.0,1.6,0.977,0.0
PRY,12,Diciembre,10.0,0.65,1.087,6.54
ROU,1,Enero,3.0,3.89,0.783,11.66
ROU,2,Febrero,0.0,4.45,0.711,0.0
ROU,3,Marzo,0.0,3.38,0.847,0.0
ROU,4,Abril,10.0,2.53,0.956,25.34
ROU,5,Mayo,7.0,1.97,1.028,13.81
ROU,6,Junio,10.0,1.26,1.119,12.61
ROU,7,Julio,0.0,0.26,1.247,0.0
ROU,8,Agosto,3.0,0.0,1.281,0.0
ROU,9,Septiembre,0.0,0.64,1.198,0.0
ROU,10,Octubre,0.0,1.8,1.05,0.0
ROU,11,Noviembre,3.0,3.1,0.884,9.29
ROU,12,Diciembre,8.0,3.0,0.897,23.96
RUS,1,Enero,10.0,4.42,0.78,44.25
RUS,2,Febrero,1.36,4.99,0.702,6.8
RUS,3,Marzo,3.64,4.16,0.818,15.12
RUS,4,Abril,0.91,3.76,0.874,3.41
RUS,5,Mayo,8.18,2.72,1.019,22.25
RUS,6,Junio,3.64,1.38,1.206,5.02
RUS,7,Julio,0.0,0.19,1.372,0.0
RUS,8,Agosto,0.0,0.17,1.375,0.0
RUS,9,Septiembre,0.0,1.54,1.182,0.0
RUS,10,Octubre,0.0,2.86,0.998,0.0
RUS,11,Noviembre,3.64,3.99,0.841,14.49
RUS,12,Diciembre,0.45,4.05,0.832,1.84
SGP,1,Enero,7.14,1.27,0.996,9.05
SGP,2,Febrero,8.57,2.02,0.912,17.29
SGP,3,Marzo,4.29,1.32,0.991,5.64
SGP,4,Abril,10.0,1.46,0.975,14.6
SGP,5,Mayo,10.0,1.5,0.97,15.0
SGP,6,Junio,4.29,1.14,1.011,4.9
SGP,7,Julio,2.86,0.84,1.045,2.41
SGP,8,Agosto,10.0,0.96,1.031,9.62
SGP,9,Septiembre,5.71,1.7,0.947,9.73
SGP,10,Octubre,4.29,1.32,0.99,5.65
SGP,11,Noviembre,2.86,1.33,0.99,3.8
SGP,12,Diciembre,5.71,0.0,1.142,0.0
SLV,1,Enero,4.29,0.99,1.034,4.26
SLV,2,Febrero,0.0,2.53,0.857,0.0
SLV,3,Marzo,5.71,1.12,1.02,6.38
SLV,4,Abril,10.0,1.5,0.974,15.01
SLV,5,Mayo,7.14,1.56,0.968,11.15
SLV,6,Junio,4.29,1.37,0.99,5.86
SLV,7,Julio,0.0,0.22,1.14,0.0
SLV,8,Agosto,4.29,0.58,1.098,2.47
SLV,9,Septiembre,2.86,2.54,0.868,7.26
SLV,10,Octubre,0.0,2.16,0.911,0.0
SLV,11,Noviembre,4.29,0.92,1.059,3.93
SLV,12,Diciembre,5.71,0.45,1.12,2.56
SRB,1,Enero,4.12,5.14,0.717,21.16
SRB,2,Febrero,4.12,5.72,0.63,23.57
SRB,3,Marzo,0.0,4.88,0.756,0.0
SRB,4,Abril,10.0,3.86,0.905,38.61
SRB,5,Mayo,5.29,3.21,1.002,16.98
SRB,6,Junio,0.0,2.18,1.155,0.0
SRB,7,Julio,0.0,0.17,1.453,0.0
SRB,8,Agosto,0.0,0.0,1.478,0.0
SRB,9,Septiembre,0.0,1.66,1.231,0.0
SRB,10,Octubre,0.0,3.02,1.031,0.0
SRB,11,Noviembre,2.35,4.54,0.806,10.69
SRB,12,Diciembre,0.0,4.35,0.836,0.0
SVK,1,Enero,1.88,7.09,0.565,13.3
SVK,2,Febrero,0.0,7.23,0.537,0.0
SVK,3,Marzo,2.5,6.63,0.656,16.57
SVK,4,Abril,10.0,6.21,0.742,62.1
SVK,5,Mayo,2.5,5.79,0.824,14.46
SVK,6,Junio,0.0,3.43,1.29,0.0
SVK,7,Julio,1.88,0.0,1.964,0.0
SVK,8,Agosto,1.88,0.25,1.913,0.47
SVK,9,Septiembre,2.5,3.05,1.363,7.62
SVK,10,Octubre,0.0,5.53,0.873,0.0
SVK,11,Noviembre,3.12,6.75,0.633,21.09
SVK,12,Diciembre,5.0,6.71,0.641,33.57
SVN,1,Enero,1.67,5.57,0.653,9.29
SVN,2,Febrero,3.33,5.57,0.653,18.56
SVN,3,Marzo,0.83,4.59,0.795,3.83
SVN,4,Abril,10.0,3.95,0.883,39.54
SVN,5,Mayo,4.17,2.88,1.049,12.01
SVN,6,Junio,2.5,1.89,1.197,4.73
SVN,7,Julio,0.0,0.23,1.444,0.0
SVN,8,Agosto,2.5,0.1,1.465,0.25
SVN,9,Septiembre,0.0,1.18,1.302,0.0
SVN,10,Octubre,2.5,2.83,1.056,7.07
SVN,11,Noviembre,2.5,4.64,0.789,11.6
SVN,12,Diciembre,4.17,5.14,0.715,21.4
SWE,1,Enero,1.88,3.19,0.792,5.99
SWE,2,Febrero,0.0,3.16,0.796,0.0
SWE,3,Marzo,2.5,1.87,0.945,4.68
SWE,4,Abril,10.0,1.8,0.953,18.04
SWE,5,Mayo,1.25,0.55,1.099,0.69
SWE,6,Junio,1.88,0.11,1.15,0.21
SWE,7,Julio,0.0,0.25,1.134,0.0
SWE,8,Agosto,0.0,0.38,1.119,0.0
SWE,9,Septiembre,0.0,0.33,1.124,0.0
SWE,10,Octubre,0.0,0.6,1.093,0.0
SWE,11,Noviembre,0.0,1.96,0.936,0.0
SWE,12,Diciembre,3.12,2.61,0.859,8.16
THA,1,Enero,2.38,0.07,1.112,0.17
THA,2,Febrero,1.9,0.62,1.049,1.19
THA,3,Marzo,0.48,0.21,1.096,0.1
THA,4,Abril,9.05,0.82,1.027,7.39
THA,5,Mayo,10.0,1.76,0.921,17.57
THA,6,Junio,1.43,2.16,0.876,3.09
THA,7,Julio,7.14,0.91,1.016,6.51
THA,8,Agosto,3.81,0.61,1.051,2.31
THA,9,Septiembre,0.0,1.88,0.909,0.0
THA,10,Octubre,3.81,1.65,0.935,6.27
THA,11,Noviembre,0.0,1.53,0.948,0.0
THA,12,Diciembre,9.05,0.52,1.062,4.66
TUR,1,Enero,0.0,4.87,0.706,0.0
TUR,2,Febrero,0.0,5.03,0.684,0.0
TUR,3,Marzo,0.0,4.3,0.786,0.0
TUR,4,Abril,4.29,3.54,0.89,15.18
TUR,5,Mayo,5.71,2.13,1.087,12.19
TUR,6,Junio,5.71,1.55,1.169,8.86
TUR,7,Julio,5.71,0.45,1.321,2.58
TUR,8,Agosto,10.0,0.14,1.362,1.39
TUR,9,Septiembre,7.14,0.89,1.258,6.37
TUR,10,Octubre,8.57,1.9,1.118,16.32
TUR,11,Noviembre,2.86,3.95,0.835,11.28
TUR,12,Diciembre,0.0,4.32,0.783,0.0
TWN,1,Enero,4.12,3.54,0.753,14.56
TWN,2,Febrero,10.0,3.32,0.778,33.2
TWN,3,Marzo,0.0,3.25,0.788,0.0
TWN,4,Abril,4.12,2.85,0.838,11.73
TWN,5,Mayo,1.76,2.72,0.854,4.79
TWN,6,Junio,3.53,2.69,0.857,9.5
TWN,7,Julio,0.0,2.21,0.917,0.0
TWN,8,Agosto,0.0,2.36,0.894,0.0
TWN,9,Septiembre,4.12,3.38,0.774,13.9
TWN,10,Octubre,2.35,0.51,1.549,1.21
TWN,11,Noviembre,0.0,0.97,1.474,0.0
TWN,12,Diciembre,0.0,0.69,1.524,0.0
UKR,1,Enero,9.33,4.21,0.803,39.32
UKR,2,Febrero,0.0,5.2,0.665,0.0
UKR,3,Marzo,4.0,4.46,0.77,17.84
UKR,4,Abril,6.0,3.87,0.852,23.24
UKR,5,Mayo,10.0,2.55,1.039,25.48
UKR,6,Junio,9.33,1.56,1.178,14.56
UKR,7,Julio,0.0,0.33,1.349,0.0
UKR,8,Agosto,4.0,0.13,1.379,0.52
UKR,9,Septiembre,0.0,1.15,1.236,0.0
UKR,10,Octubre,2.0,2.37,1.063,4.73
UKR,11,Noviembre,0.0,4.43,0.78,0.0
UKR,12,Diciembre,2.0,3.63,0.886,7.25
URY,1,Enero,0.0,0.02,1.433,0.0
URY,2,Febrero,0.0,1.2,1.273,0.0
URY,3,Marzo,0.0,2.1,1.145,0.0
URY,4,Abril,0.0,2.75,1.05,0.0
URY,5,Mayo,6.67,3.36,0.959,22.42
URY,6,Junio,0.0,5.03,0.696,0.0
URY,7,Julio,10.0,3.74,0.883,37.43
URY,8,Agosto,6.67,4.02,0.846,26.8
URY,9,Septiembre,0.0,4.15,0.822,0.0
URY,10,Octubre,0.0,3.84,0.862,0.0
URY,11,Noviembre,0.0,2.96,0.961,0.0
URY,12,Diciembre,6.67,2.03,1.086,13.5
USA,1,Enero,10.0,2.22,0.881,22.16
USA,2,Febrero,8.33,2.64,0.833,21.97
USA,3,Marzo,0.0,0.83,1.038,0.0
USA,4,Abril,0.0,1.24,0.992,0.0
USA,5,Mayo,8.33,0.81,1.04,6.78
USA,6,Junio,0.0,0.43,1.083,0.0
USA,7,Julio,4.17,0.0,1.132,0.0
USA,8,Agosto,0.0,0.35,1.093,0.0
USA,9,Septiembre,8.33,1.65,0.945,13.78
USA,10,Octubre,8.33,1.02,1.016,8.53
USA,11,Noviembre,5.0,1.5,0.962,7.5
USA,12,Diciembre,5.83,1.28,0.986,7.49
ZAF,1,Enero,1.0,1.53,0.945,1.53
ZAF,2,Febrero,0.0,1.77,0.919,0.0
ZAF,3,Marzo,4.0,0.6,1.049,2.42
ZAF,4,Abril,10.0,0.95,1.009,9.52
ZAF,5,Mayo,2.0,1.69,0.928,3.38
ZAF,6,Junio,2.0,1.98,0.895,3.96
ZAF,7,Julio,0.0,0.89,1.017,0.0
ZAF,8,Agosto,2.0,0.95,1.01,1.9
ZAF,9,Septiembre,2.0,1.01,1.002,2.03
ZAF,10,Octubre,0.0,0.3,1.083,0.0
ZAF,11,Noviembre,0.0,0.8,1.028,0.0
ZAF,12,Diciembre,6.5,0.0,1.116,0.0
