ISO3,Year,Categoria,PIB,PIB per capital,System
GTM,2017,Indefinido,71653754107.10403,4324.99608157801,Guatemala
HKG,2014,Indefinido,291459995978.8927,,Hong Kong
HKG,2015,Indefinido,309385622601.3481,,Hong Kong
HKG,2016,Indefinido,320860317562.5624,,Hong Kong
HKG,2017,Indefinido,341273289534.46594,,Hong Kong
HUN,2010,Indefinido,131898737241.16628,13189.8433874768,Hungary
IND,2014,Indefinido,2039126479154.5168,1553.88396075118,India
IND,2015,Indefinido,2103588360044.9392,1583.99815907985,India
IND,2016,Indefinido,2294796885663.163,1707.50892912243,India
IND,2017,Indefinido,2651474262755.452,1950.10468280866,India
ISL,2010,Indefinido,13751161917.739773,43237.0729488958,Iceland
ISL,2011,Indefinido,15221622925.931889,47714.5922308485,Iceland
ISL,2012,Indefinido,14751508133.544275,45995.5478789467,Iceland
ISL,2013,Indefinido,16125060515.31174,49804.9829978371,Iceland
ISL,2014,Indefinido,17867662177.89113,54576.7448146565,Iceland
ISL,2015,Indefinido,17517210519.091156,52951.6815110898,Iceland
ISL,2016,Indefinido,20793168030.952427,61987.9263620283,Iceland
ISR,2014,Indefinido,315017088116.7157,38343.3046626235,Israel
ISR,2015,Indefinido,303469434072.2956,36213.1041481958,Israel
ISR,2016,Indefinido,321940971558.01636,37671.5389138798,Israel
ISR,2017,Indefinido,358451839052.99084,41138.470964272,Israel
JAM,2016,Indefinido,14077096676.621284,5009.79448724295,Jamaica
JAM,2017,Indefinido,14808985132.772173,5259.31332766957,Jamaica
JPN,2014,Indefinido,4896994405353.292,38475.3952461838,Japan
JPN,2015,Indefinido,4444930651964.18,34960.6393843385,Japan
JPN,2016,Indefinido,5003677627544.24,39375.4731620781,Japan
JPN,2017,Indefinido,4930837369151.422,38834.0529341227,Japan
KHM,2014,Indefinido,22041463967.90093,1431.56396469993,Cambodia
KHM,2015,Indefinido,24174170369.07381,1547.32010444393,Cambodia
KHM,2016,Indefinido,26556545153.3573,1675.19555711109,Cambodia
KHM,2017,Indefinido,29355665909.790527,1826.35391688754,Cambodia
KOR,2014,Indefinido,1484488526271.7983,,"Korea, Republic of"
KOR,2015,Indefinido,1466038936206.4275,,"Korea, Republic of"
KOR,2016,Indefinido,1499679823909.6116,,"Korea, Republic of"
KOR,2017,Indefinido,1623074183501.9038,,"Korea, Republic of"
KOS,2010,Indefinido,,,Desconocido
KOS,2011,Indefinido,,,Desconocido
KOS,2012,Indefinido,,,Desconocido
KOS,2013,Indefinido,,,Desconocido
KOS,2014,Indefinido,,,Desconocido
KOS,2015,Indefinido,,,Desconocido
KOS,2016,Indefinido,,,Desconocido
KOS,2017,Indefinido,,,Desconocido
LCA,2015,Indefinido,1807640740.7407403,,Saint Lucia
LCA,2016,Indefinido,1868544444.4444444,,Saint Lucia
LCA,2017,Indefinido,1998503703.7037036,,Saint Lucia
MAC,2014,Indefinido,54902831793.50177,,Macao
MAC,2015,Indefinido,45048190598.32485,,Macao
MAC,2016,Indefinido,45070808688.96109,,Macao
MAC,2017,Indefinido,50383871120.87327,,Macao
MAR,2010,Indefinido,100865329473.43983,3067.9853515625,Morocco
MAR,2011,Indefinido,110080631332.37537,3301.98876953125,Morocco
MAR,2012,Indefinido,106937392311.12907,3164.17724609375,Morocco
MAR,2013,Indefinido,115739287305.0801,3379.7431640625,Morocco
MAR,2014,Indefinido,119130841411.6636,3435.40698242188,Morocco
MDA,2010,Indefinido,6974982369.601547,,"Moldova, Republic of"
MDA,2011,Indefinido,8414352020.494416,,"Moldova, Republic of"
MDA,2012,Indefinido,8709138634.82921,,"Moldova, Republic of"
MDA,2013,Indefinido,9496717875.519316,,"Moldova, Republic of"
MDA,2014,Indefinido,9402090137.742302,,"Moldova, Republic of"
MDA,2015,Indefinido,7797667196.730872,,"Moldova, Republic of"
MDA,2016,Indefinido,7980917075.774796,,"Moldova, Republic of"
MDA,2017,Indefinido,9514404016.209494,,"Moldova, Republic of"
MEX,2010,Indefinido,1105424238572.815,9728.80078237782,Mexico
MEX,2011,Indefinido,1229013703577.7458,10664.4944046282,Mexico
MEX,2012,Indefinido,1255110424665.9202,10744.1335229686,Mexico
MEX,2013,Indefinido,1327436290439.2676,11216.800851866,Mexico
MEX,2014,Indefinido,1364507717764.5957,11391.3773510244,Mexico
MEX,2015,Indefinido,1213294467779.9788,10021.2386124039,Mexico
MEX,2016,Indefinido,1112233497452.6975,9097.92397674769,Mexico
MEX,2017,Indefinido,1190721475906.0,9649.27816772402,Mexico
MKD,2011,Indefinido,10494626767.64451,,North Macedonia
MKD,2012,Indefinido,9745261300.577885,,North Macedonia
MKD,2013,Indefinido,10817702346.067411,,North Macedonia
MKD,2014,Indefinido,11362265252.777998,,North Macedonia
MKD,2015,Indefinido,10064519962.565548,,North Macedonia
MKD,2016,Indefinido,10672467073.287252,,North Macedonia
MKD,2017,Indefinido,11307067069.66582,,North Macedonia
MNE,2011,Indefinido,4544428421.495127,7325.64689244715,Montenegro
MNE,2012,Indefinido,4087526241.812683,6577.74033229273,Montenegro
MNE,2013,Indefinido,4465772400.37453,7172.92908521143,Montenegro
MNE,2014,Indefinido,4593853290.963004,7364.96590101549,Montenegro
MNE,2015,Indefinido,4054730077.577178,6491.19280618646,Montenegro
MNE,2016,Indefinido,4376930578.323949,6999.1358134109,Montenegro
MNE,2017,Indefinido,4856599480.79882,7758.36921956034,Montenegro
MTQ,2010,Indefinido,,,Martinique
MTQ,2011,Indefinido,,,Martinique
MTQ,2012,Indefinido,,,Martinique
MTQ,2013,Indefinido,,,Martinique
MTQ,2014,Indefinido,,,Martinique
MTQ,2015,Indefinido,,,Martinique
MYS,2014,Indefinido,338066095097.2544,11013.3107334403,Malaysia
MYS,2015,Indefinido,301355266964.9473,9648.6797937523,Malaysia
MYS,2016,Indefinido,301256033870.33356,9476.53409809923,Malaysia
MYS,2017,Indefinido,319109094160.3431,9862.54806612235,Malaysia
NZL,2014,Indefinido,201518402787.3799,,New Zealand
NZL,2015,Indefinido,178224167087.9897,,New Zealand
NZL,2016,Indefinido,189100085275.23016,,New Zealand
NZL,2017,Indefinido,206745969246.07333,,New Zealand
OMN,2014,Indefinido,92699089726.91808,23160.6502252547,Oman
OMN,2015,Indefinido,78710793237.97139,18808.3077921839,Oman
OMN,2016,Indefinido,75128738621.58647,17110.1897460545,Oman
OMN,2017,Indefinido,80856697009.10272,17820.0661809335,Oman
PAN,2010,Indefinido,30231009500.0,8331.46421351868,Panama
PAN,2011,Indefinido,35687738300.0,9662.29592216607,Panama
PAN,2012,Indefinido,41595439700.0,11064.8063606203,Panama
PAN,2013,Indefinido,46949496500.0,12273.3225037637,Panama
PAN,2014,Indefinido,51427104900.0,13213.1989637473,Panama
PAN,2015,Indefinido,55767806100.0,14082.6548502728,Panama
PAN,2016,Indefinido,59760858700.0,14832.3611608191,Panama
PAN,2017,Indefinido,64327688800.0,15694.6297454295,Panama
PER,2010,Indefinido,147527631520.7292,5072.11494019615,Peru
PER,2011,Indefinido,171761737046.58508,5861.35793645245,Peru
PER,2012,Indefinido,192650021648.5832,6519.37852981527,Peru
PER,2013,Indefinido,201175543571.3918,6746.80025696601,Peru
PER,2014,Indefinido,200786250582.94272,6667.13410360861,Peru
PER,2015,Indefinido,189802976285.61893,6231.71150338894,Peru
PER,2016,Indefinido,191898104390.37863,6217.03599995447,Peru
PER,2017,Indefinido,211007984080.91055,6736.16693725487,Peru
PHL,2014,Indefinido,297483555338.0443,2866.83803761407,Philippines
PHL,2015,Indefinido,306445871242.32245,2909.85818010301,Philippines
PHL,2016,Indefinido,318627003016.73126,2985.19564024046,Philippines
PHL,2017,Indefinido,328480736802.7598,3038.12124959289,Philippines
PRY,2010,Indefinido,27260886405.226337,4750.96273669322,Paraguay
PRY,2011,Indefinido,33756238766.500004,5805.40154543044,Paraguay
PRY,2012,Indefinido,33271921136.314976,5642.1699167298,Paraguay
PRY,2013,Indefinido,38501122141.424126,6435.68342733182,Paraguay
PRY,2014,Indefinido,40377929295.64187,6652.25478942291,Paraguay
PRY,2015,Indefinido,36211447840.09714,5879.33792308671,Paraguay
PRY,2016,Indefinido,36089700222.946144,5775.1596339946,Paraguay
PRY,2017,Indefinido,38997129473.55579,6152.26711537703,Paraguay
RUS,2010,Indefinido,1524916715223.946,,Russian Federation
RUS,2011,Indefinido,2045922753398.036,,Russian Federation
RUS,2012,Indefinido,2208293553878.4243,,Russian Federation
RUS,2013,Indefinido,2292470078346.2236,,Russian Federation
RUS,2014,Indefinido,2059241589895.015,,Russian Federation
RUS,2015,Indefinido,1363482182197.705,,Russian Federation
RUS,2016,Indefinido,1276786350881.137,,Russian Federation
RUS,2017,Indefinido,1574199360089.0022,,Russian Federation
SGP,2014,Indefinido,314863580758.45465,57564.8023114977,Singapore
SGP,2015,Indefinido,307998545269.39795,55645.6068614606,Singapore
SGP,2016,Indefinido,319646468521.49695,57005.5887176547,Singapore
SGP,2017,Indefinido,343673334902.32996,61236.251270627,Singapore
SLV,2010,Indefinido,18447920000.0,3040.07300952878,El Salvador
SLV,2011,Indefinido,20283780000.0,3330.60049486653,El Salvador
SLV,2012,Indefinido,21386150000.0,3497.91256915509,El Salvador
SLV,2013,Indefinido,21990960000.0,3582.26694005169,El Salvador
SLV,2014,Indefinido,22593470000.0,3666.01248913873,El Salvador
SLV,2015,Indefinido,23438240000.0,3790.34089108162,El Salvador
SLV,2016,Indefinido,24191430000.0,3901.34014965811,El Salvador
SLV,2017,Indefinido,24979190000.0,4020.12671373919,El Salvador
SRB,2010,Indefinido,43536629233.14237,5970.92660940072,Serbia
SRB,2011,Indefinido,51251098408.09236,7082.2861666075,Serbia
SRB,2012,Indefinido,45103269969.41118,6263.04086072815,Serbia
SRB,2013,Indefinido,50455529604.06957,7040.41812068781,Serbia
SRB,2014,Indefinido,49114321280.34665,6886.67809068704,Serbia
SRB,2015,Indefinido,41297410634.9586,5820.3215576888,Serbia
SRB,2016,Indefinido,42225495909.56332,5982.37030126471,Serbia
SRB,2017,Indefinido,45972834713.80773,6548.03653824187,Serbia
TUR,2010,Indefinido,776967266305.5303,10622.7020439723,Türkiye
TUR,2011,Indefinido,838785289694.35,11300.7852215681,Türkiye
TUR,2012,Indefinido,880555885492.2687,11713.2849831139,Türkiye
TUR,2013,Indefinido,957799120008.3204,12578.1878632,Türkiye
TUR,2014,Indefinido,938934609296.9656,12165.220135038,Türkiye
TUR,2015,Indefinido,864313810469.0094,11049.9951100942,Türkiye
TUR,2016,Indefinido,869682881593.0414,10970.0458948862,Türkiye
TUR,2017,Indefinido,858988492853.742,10695.550196231,Türkiye
TWN,2014,Indefinido,,,"Taiwan, Province of China"
TWN,2015,Indefinido,,,"Taiwan, Province of China"
TWN,2016,Indefinido,,,"Taiwan, Province of China"
TWN,2017,Indefinido,,,"Taiwan, Province of China"
UKR,2010,Indefinido,141209170427.2334,3039.63232421875,Ukraine
UKR,2011,Indefinido,169333835201.5541,3656.69799804688,Ukraine
UKR,2012,Indefinido,182591753827.9488,3951.34228515625,Ukraine
UKR,2013,Indefinido,190498811460.02753,4129.89697265625,Ukraine
UKR,2014,Indefinido,133503871861.7233,3054.908203125,Ukraine
UKR,2015,Indefinido,91030967789.07176,2094.47387695313,Ukraine
UKR,2016,Indefinido,93355869403.92232,2158.46118164063,Ukraine
UKR,2017,Indefinido,112090505081.73862,2604.28759765625,Ukraine
URY,2010,Indefinido,41950361211.95806,12641.0576849008,Uruguay
URY,2011,Indefinido,50342406067.07767,15132.2675725587,Uruguay
URY,2012,Indefinido,54232266358.781075,16259.5940814256,Uruguay
ZAF,2014,Indefinido,381198869776.10565,6856.73137092522,South Africa
ZAF,2015,Indefinido,346709790458.56305,6112.27382485974,South Africa
ZAF,2016,Indefinido,323585509674.4806,5651.20585165749,South Africa
ZAF,2017,Indefinido,381448814653.4564,6618.33508255701,South Africa
